,SalePrice
1364,152475.72592863528
1365,132124.40519980283
1366,136662.29527917356
1367,204859.06087979436
1368,216618.06483561665
1369,219944.0723734742
1370,175435.12876960507
1371,252561.60134472497
1372,292632.2619032175
1373,206039.85549466126
1374,211541.34408211015
1375,191488.37694456178
1376,151770.84397165102
1377,149945.7015607078
1378,179953.0788820343
1379,200394.3267013597
1380,203381.2981381451
1381,225825.58728958212
1382,145016.81550374712
1383,164792.00407726626
1384,124468.49657855794
1385,206506.91766978713
1386,200956.79706703365
1387,208668.85947562213
1388,198590.17563345097
1389,281631.2921196259
1390,216770.75061276904
1391,232315.96926457447
1392,237567.77605571714
1393,141799.1792133558
1394,198327.7581808737
1395,199872.47499212468
1396,187653.7212607318
1397,200088.9888644059
1398,114649.51715709937
1399,126354.30678530913
1400,122480.24675338498
1401,186453.32139405765
1402,123981.31608725252
1403,225947.41656040415
1404,136853.2485447483
1405,139703.55481390454
1406,99297.04167743438
1407,95212.68629295427
1408,113111.26372752737
1409,118081.0145800249
1410,82490.13338479178
1411,50175.13654192681
1412,95950.92011467088
1413,146498.59095051605
1414,116006.14505230999
1415,169173.9276886534
1416,144028.43029696585
1417,165070.57489197017
1418,140844.6704508858
1419,103356.76995266901
1420,150852.5845649931
1421,179736.07264651734
1422,192768.7155460901
1423,202382.0146227897
1424,189202.30759325417
1425,223922.50524837663
1426,92247.67775002404
1427,134968.53978316052
1428,53359.179945027325
1429,76663.88996748984
1430,132573.68768868266
1431,52402.126198896476
1432,88171.82415402815
1433,59992.48414156855
1434,324654.63822876295
1435,287316.11296063894
1436,198591.04125469938
1437,148674.21378606395
1438,214822.21205821596
1439,160322.8385334718
1440,198672.3614048537
1441,188561.2218743756
1442,350322.21248820383
1443,355595.9675684158
1444,87111.85374596142
1445,196907.39251389413
1446,107873.05257078748
1447,133466.36442332703
1448,150325.38562802554
1449,79510.8826164651
1450,82887.7000695678
1451,143570.41903848725
1452,84436.83508631248
1453,76667.64822315972
1454,83667.63891771919
1455,84835.28739824326
1456,165122.57067881987
1457,118521.58919992483
1458,222039.3428489542
