,Company,TypeName,Inches,Touchscreen,Ips,Cpu_Vender,Cpu_Type,Ram,Storage (GB),Storage Type,Gpu_Vender,Gpu_Type,Weight,OpSys,Price_euros
207,Dell,Ultrabook,13.3,1,1,Intel,Core i7,8,256,SSD,Intel,UHD Graphics 620,1.21,Windows,1949.0
208,Dell,Ultrabook,13.3,0,0,Intel,Core i7,8,256,SSD,Intel,UHD Graphics 620,1.2,Windows,1449.0
209,Lenovo,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.2,Windows,597.0
210,Acer,Notebook,15.6,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1050,2.4,Others/No OS/Linux,779.0
211,Asus,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.9,Windows,1407.0
212,HP,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,2.1,Others/No OS/Linux,349.0
213,Lenovo,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.2,Others/No OS/Linux,549.0
214,Huawei,Ultrabook,13.0,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.05,Windows,1499.0
215,Dell,Ultrabook,13.3,0,1,Intel,Core i7,8,256,SSD,AMD,Radeon 530,1.4,Windows,931.88
216,Lenovo,Notebook,17.3,0,0,Intel,Core i5,8,1024,HDD,Nvidia,GeForce GTX 940MX,2.8,Others/No OS/Linux,589.0
217,HP,Notebook,14.0,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce 930MX,1.63,Windows,1031.0
218,Dell,Ultrabook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.6,Windows,1149.0
219,Dell,2 in 1 Convertible,13.3,1,0,Intel,Core i7,16,512,SSD,Intel,UHD Graphics 620,1.62,Windows,1279.0
220,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,AMD,Radeon 520,2.2,Others/No OS/Linux,677.35
221,Lenovo,2 in 1 Convertible,14.0,0,1,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.74,Windows,899.0
222,Toshiba,Ultrabook,13.3,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 520,1.2,Windows,1363.0
223,HP,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,UHD Graphics 620,2.1,Windows,794.0
224,Dell,Gaming,17.3,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,4.42,Windows,2456.34
225,Acer,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce 940MX,2.2,Windows,832.0
226,Dell,Notebook,15.6,1,0,Intel,Core i7,16,1024,HDD,AMD,Radeon R7 M445,2.3,Windows,859.01
227,Asus,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce 920MX ,2.0,Windows,769.0
228,Asus,Notebook,17.3,0,0,Intel,Core i5,8,256,SSD +  500GB HDD,Nvidia,GeForce GTX 950M,2.69,Windows,891.0
229,HP,Notebook,15.6,0,0,Intel,Core i7,8,1024,HDD,AMD,FirePro W4190M ,1.9,Windows,1269.0
230,Asus,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 620,2.37,Windows,398.99
231,HP,Notebook,15.6,0,0,AMD,E-Series 9000e,4,500,HDD,AMD,Radeon R2,2.1,Windows,330.0
232,Lenovo,Gaming,15.6,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,3.2,Windows,1499.0
233,Dell,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.6,Windows,859.0
234,Acer,2 in 1 Convertible,13.3,1,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 520,1.6,Windows,689.0
235,Dell,Notebook,15.6,0,0,Intel,Core i7,16,256,SSD,AMD,Radeon R7 M445,2.36,Others/No OS/Linux,899.0
236,Acer,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 520,2.1,Others/No OS/Linux,390.0
237,Asus,Notebook,15.6,0,0,AMD,A10-Series A10-9620P,4,128,SSD +  1TB HDD,AMD,Radeon R5 M430,2.2,Windows,575.0
238,Asus,Gaming,17.3,0,0,Intel,Core i7,32,512,SSD +  1TB HDD,Nvidia,GeForce GTX 1080,4.7,Windows,3890.0
239,Acer,Gaming,15.6,0,1,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.5,Windows,846.0
240,Lenovo,Notebook,15.6,0,0,Intel,Core i3,8,128,SSD,Intel,HD Graphics 520,2.2,Windows,589.0
241,Asus,Notebook,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce 150MX,2.1,Windows,1145.0
242,Asus,Notebook,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 950M,2.69,Others/No OS/Linux,889.0
243,Dell,Gaming,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.56,Windows,879.0
244,Lenovo,2 in 1 Convertible,13.9,1,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.38,Windows,1079.0
245,Dell,Notebook,15.6,0,0,Intel,Core i7,8,128,SSD +  2TB HDD,AMD,Radeon 530,2.2,Windows,985.0
246,HP,Notebook,15.6,1,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,2.04,Windows,559.0
247,Asus,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD,Nvidia,GeForce GTX 1080,3.6,Windows,2999.0
248,HP,Notebook,13.3,0,1,Intel,Core i5,4,500,HDD,Intel,UHD Graphics 620,1.49,Windows,675.0
249,Apple,Ultrabook,13.3,0,1,Intel,Core i5,8,512,SSD,Intel,Iris Plus Graphics 650,1.37,Mac,2040.0
250,Dell,2 in 1 Convertible,15.6,1,1,Intel,Core i7,8,1024,HDD,Intel,UHD Graphics 620,2.08,Windows,819.0
251,Asus,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 980M,4.3,Windows,1799.0
252,Asus,Notebook,15.6,0,0,AMD,A9-Series 9420,4,1024,HDD,AMD,Radeon R5 M420,1.68,Windows,469.0
253,Lenovo,2 in 1 Convertible,13.9,1,1,Intel,Core i7,8,512,SSD,Intel,UHD Graphics 620,1.37,Windows,1849.0
254,Acer,Notebook,17.3,0,1,Intel,Core i3,4,256,SSD,Nvidia,GeForce MX130,3.0,Windows,702.0
255,Dell,Ultrabook,13.3,0,0,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.41,Windows,949.0
256,HP,Notebook,15.6,0,0,AMD,A6-Series A6-9220,8,128,SSD,AMD,Radeon R4 Graphics,1.91,Windows,445.9
257,HP,Notebook,17.3,0,1,Intel,Core i7,16,1024,HDD,Nvidia,GeForce MX150,2.9,Windows,1059.0
258,MSI,Gaming,17.3,0,0,Intel,Core i7,16,512,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.14,Windows,2499.0
259,Lenovo,2 in 1 Convertible,15.6,1,1,Intel,Core i7,8,512,SSD,Nvidia,GeForce GTX 1050M,2.0,Windows,1699.0
260,Dell,Notebook,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,AMD,Radeon 530,2.8,Windows,1142.0
261,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,256,SSD,Intel,HD Graphics 520,2.2,Others/No OS/Linux,444.0
262,HP,Notebook,15.6,0,1,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,2.1,Windows,722.0
263,Dell,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD,Intel,HD Graphics 620,2.18,Windows,657.0
264,Dell,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,AMD,Radeon R5 M430,2.24,Windows,565.0
265,Dell,2 in 1 Convertible,15.6,1,0,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,2.67,Windows,799.0
266,Asus,2 in 1 Convertible,13.3,1,0,Intel,Core i7,8,512,SSD +  512GB SSD,Intel,UHD Graphics 620,1.1,Windows,1499.0
267,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD,Intel,HD Graphics 620,2.2,Others/No OS/Linux,467.0
268,HP,Notebook,17.3,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce 930MX ,2.5,Windows,1018.0
269,Lenovo,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Intel,UHD Graphics 620,2.05,Windows,880.0
270,Apple,Ultrabook,13.3,0,1,Intel,Core i5,8,512,SSD,Intel,Iris Graphics 550,1.37,Mac,1958.9
271,Asus,Gaming,17.3,0,0,AMD,Ryzen 1700,16,256,SSD +  1TB HDD,AMD,Radeon RX 580,3.2,Windows,1549.0
272,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,AMD,Radeon 520,2.14,Others/No OS/Linux,735.07
273,Lenovo,2 in 1 Convertible,14.0,1,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 520,1.36,Windows,2499.0
274,Toshiba,Notebook,15.6,0,0,Intel,Core i7,8,500,HDD,Nvidia,GeForce 930M,2.2,Windows,812.0
275,Dell,Notebook,15.6,0,0,Intel,Core i7,12,1024,HDD,Intel,HD Graphics 620,2.3,Windows,713.07
276,Dell,Notebook,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,AMD,Radeon 530,2.8,Others/No OS/Linux,1099.0
277,Acer,Notebook,15.6,0,1,Intel,Core i7,8,1024,HDD,Nvidia,GeForce MX130,2.2,Windows,745.0
278,Lenovo,Notebook,17.3,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 520,2.8,Windows,489.0
279,Lenovo,Notebook,17.3,0,0,Intel,Core i7,8,2048,HDD,Nvidia,GeForce MX150,2.8,Others/No OS/Linux,849.0
280,Lenovo,Notebook,17.3,0,0,Intel,Core i7,6,128,SSD +  1TB HDD,Nvidia,GeForce 940MX,2.8,Windows,859.0
281,Dell,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,AMD,Radeon R5 M430,2.25,Others/No OS/Linux,428.0
282,Lenovo,Gaming,15.6,0,1,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.5,Windows,829.0
283,Lenovo,Notebook,15.6,0,0,Intel,Core i5,6,256,SSD,Intel,HD Graphics 620,2.2,Windows,579.0
284,Acer,Notebook,15.6,0,1,Intel,Core i7,8,256,SSD,Nvidia,GeForce MX150,3.0,Windows,951.0
285,Acer,Notebook,15.6,1,1,Intel,Core i7,12,1024,HDD,Intel,HD Graphics 620,2.15,Windows,659.0
286,Lenovo,Notebook,15.6,0,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 630,1.95,Windows,1097.0
287,Asus,Ultrabook,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce 940MX,1.7,Windows,977.0
288,Lenovo,Gaming,15.6,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.5,Windows,1179.0
289,Lenovo,Notebook,15.6,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce 940MX,2.2,Others/No OS/Linux,659.01
290,Acer,Notebook,15.6,0,0,Intel,Celeron Dual Core,2,16,SSD,Intel,HD Graphics,2.19,Others/No OS/Linux,199.0
291,Asus,Gaming,17.3,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1050,3.0,Windows,1187.0
292,HP,Notebook,17.3,0,0,Intel,Core i3,8,1024,HDD,Intel,HD Graphics 520,2.54,Windows,489.0
293,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce GTX 1050,2.0,Windows,1829.0
294,Lenovo,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,2.05,Windows,739.0
295,Lenovo,Gaming,15.6,0,1,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1060,3.2,Windows,1299.0
296,Acer,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce GTX 1050 Ti,2.5,Others/No OS/Linux,979.0
297,Dell,Workstation,17.3,0,0,Intel,Core i7,16,256,SSD,Nvidia,Quadro M1200,3.42,Windows,2884.86
298,Lenovo,Notebook,15.6,0,0,AMD,A10-Series 9600P,6,1024,HDD,AMD,Radeon R5 430,2.4,Windows,499.0
299,Asus,Ultrabook,15.6,0,0,Intel,Core i7,16,512,SSD,Nvidia,GeForce 940MX,1.63,Windows,1468.0
300,Asus,Notebook,14.0,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 620,1.3,Windows,509.0
301,Asus,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,2.9,Windows,2122.0
302,Lenovo,Notebook,17.3,0,0,Intel,Core i5,6,1024,HDD,Nvidia,GeForce GTX 940M,2.8,Windows,649.0
303,Lenovo,Notebook,15.6,0,0,Intel,Core i5,8,2048,HDD,Nvidia,GeForce 940MX,2.2,Others/No OS/Linux,549.0
304,Asus,Gaming,15.6,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.5,Windows,1265.0
305,Lenovo,Notebook,15.6,0,0,Intel,I n t e l,4,1024,HDD,Intel,HD Graphics 505,2.2,Others/No OS/Linux,359.99
306,HP,2 in 1 Convertible,13.3,1,0,Intel,Core i7,16,256,SSD,Intel,HD Graphics 620,1.28,Windows,1975.0
307,Toshiba,Notebook,15.6,0,1,Intel,Core i7,8,256,SSD,Nvidia,GeForce 930M,2.2,Windows,1043.0
308,Lenovo,Notebook,15.6,0,0,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce 940MX,2.3,Windows,819.0
309,HP,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 520,1.86,Windows,469.0
310,Lenovo,Notebook,13.3,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.1,Windows,999.0
311,Dell,Ultrabook,13.3,1,1,Intel,Core i7,16,1024,SSD,Intel,UHD Graphics 620,1.21,Windows,2499.0
312,MSI,Gaming,15.6,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,2.8,Windows,2099.0
313,Acer,Notebook,15.6,0,0,AMD,A8-Series 7410,8,256,SSD,AMD,Radeon R5,2.23,Windows,469.0
314,Asus,2 in 1 Convertible,11.6,1,0,Intel,Celeron Dual Core,2,32,Flash Storage,Intel,HD Graphics 500,1.1,Windows,275.0
315,Dell,Notebook,15.6,0,0,Intel,Core i5,8,128,SSD +  1TB HDD,AMD,Radeon 530,2.33,Windows,844.0
316,HP,2 in 1 Convertible,13.3,1,1,Intel,Core i7,16,1024,SSD,Intel,UHD Graphics 620,1.29,Windows,2449.0
317,Lenovo,Notebook,13.3,0,0,Intel,Celeron Dual Core,4,16,Flash Storage,Intel,HD Graphics 510,1.45,Others/No OS/Linux,459.9
318,HP,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.95,Windows,980.0
319,Acer,Notebook,11.6,0,0,Intel,I n t e l,4,128,Flash Storage,Intel,HD Graphics 405,1.4,Windows,485.0
320,HP,Notebook,14.0,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.48,Windows,1292.0
321,Lenovo,Notebook,17.3,0,0,Intel,Core i5,4,1024,HDD,Nvidia,GeForce 920MX,2.79,Windows,589.0
322,Asus,Notebook,14.0,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,2.0,Windows,1094.0
323,HP,Notebook,15.6,0,1,Intel,Core i7,8,1024,HDD,Intel,UHD Graphics 620,2.1,Windows,902.0
324,Acer,Notebook,15.6,0,0,AMD,A12-Series 9720P,8,256,SSD,AMD,Radeon RX 540,2.2,Windows,659.0
325,Lenovo,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 500,1.44,Windows,292.0
326,Acer,Notebook,15.6,0,0,Intel,Core i5,6,1024,HDD,Intel,HD Graphics 620,2.23,Windows,549.0
327,Asus,Ultrabook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce 940MX,1.7,Windows,1049.9
328,HP,Ultrabook,12.5,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.26,Windows,1335.0
329,Dell,Notebook,15.6,1,0,Intel,Core i7,32,1024,SSD,Nvidia,GeForce GTX 1050,2.06,Windows,2639.0
330,MSI,Gaming,17.3,0,0,Intel,Core i7,8,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.7,Windows,1199.0
331,Toshiba,Notebook,15.6,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.0,Windows,943.0
332,Asus,Notebook,14.0,0,0,Intel,Core i7,8,256,SSD +  1TB HDD,Intel,HD Graphics 620,2.0,Windows,1334.0
333,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 520,1.85,Windows,449.0
334,Asus,Gaming,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce GTX 1050,2.5,Windows,999.0
335,HP,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.48,Windows,1268.0
336,Dell,Ultrabook,15.6,0,1,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce 940MX,1.9,Windows,1049.0
337,HP,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.84,Windows,1144.0
338,Asus,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,1024,HDD,Intel,HD Graphics 500,2.0,Others/No OS/Linux,274.99
339,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce 940MX,2.0,Windows,1142.75
340,Dell,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,500,HDD,Intel,HD Graphics,2.2,Others/No OS/Linux,274.9
341,Lenovo,Notebook,15.6,0,0,AMD,A12-Series 9720P,12,2048,HDD,AMD,Radeon 530,2.2,Windows,899.0
342,HP,Notebook,15.6,0,1,Intel,Core i3,8,1024,HDD,Nvidia,GeForce 930MX ,2.1,Windows,716.0
343,Lenovo,2 in 1 Convertible,13.9,1,1,Intel,Core i7,16,512,SSD,Intel,UHD Graphics 620,1.4,Windows,2099.0
344,Dell,Ultrabook,13.3,0,0,Intel,Core i7,8,256,SSD,Intel,UHD Graphics 620,1.2,Windows,1579.0
345,Lenovo,Gaming,15.6,0,1,Intel,Core i7,16,256,SSD +  2TB HDD,Nvidia,GeForce GTX 1050 Ti,2.4,Windows,1129.0
346,HP,Notebook,14.0,0,0,Intel,Celeron Dual Core,2,32,Flash Storage,Intel,HD Graphics 400,1.44,Windows,279.0
347,Dell,Ultrabook,15.6,0,0,Intel,Core i7,16,512,SSD +  256GB SSD,Intel,UHD Graphics 620,1.88,Windows,1607.96
348,Asus,2 in 1 Convertible,11.6,1,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 500,1.5,Windows,375.0
349,Dell,Ultrabook,15.6,0,0,Intel,Core i5,8,1024,HDD,AMD,Radeon 530,1.9,Windows,663.0
350,Dell,Notebook,15.6,1,0,Intel,Core i7,16,512,SSD,Nvidia,GeForce GTX 1050,2.06,Windows,2027.42
351,HP,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.84,Windows,1304.0
352,MSI,Gaming,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,2.7,Windows,1409.0
353,HP,Workstation,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,Quadro M1200,2.6,Windows,1738.27
354,Toshiba,Notebook,15.6,0,1,Intel,Core i7,16,512,SSD,Nvidia,GeForce 930M,2.4,Windows,1403.0
355,Dell,Notebook,15.6,0,0,Intel,Core i7,8,128,SSD +  2TB HDD,AMD,Radeon 530,2.02,Windows,970.9
356,Lenovo,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,1024,HDD,Intel,HD Graphics 500,2.2,Others/No OS/Linux,321.99
357,Dell,Gaming,15.6,0,0,Intel,Core i5,8,1024,HDD,Nvidia,GeForce GTX 1050,2.65,Windows,999.0
358,Dell,Notebook,15.6,1,0,Intel,Core i5,8,2048,HDD,Intel,HD Graphics 620,2.36,Windows,557.37
359,Dell,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.36,Windows,1427.0
360,HP,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,1.86,Windows,439.0
361,Asus,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.0,Windows,945.0
362,Lenovo,Notebook,17.3,0,0,Intel,Core i5,6,128,SSD +  1TB HDD,Nvidia,GeForce GTX 940MX,2.8,Windows,719.0
363,HP,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,1.86,Windows,639.0
364,Lenovo,Notebook,15.6,0,0,Intel,Core i3,8,256,SSD,Nvidia,GeForce 920MX ,2.2,Others/No OS/Linux,499.0
365,HP,Notebook,15.6,0,0,Intel,I n t e l,8,2048,HDD,Intel,HD Graphics 405,2.04,Windows,389.0
366,Dell,Notebook,17.3,0,0,Intel,Core i5,8,128,SSD +  1TB HDD,AMD,Radeon 530,2.8,Windows,1085.0
367,Lenovo,Gaming,15.6,0,1,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.4,Others/No OS/Linux,809.0
368,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,AMD,Radeon R7 M445,2.33,Windows,899.0
369,HP,Ultrabook,14.0,0,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.36,Windows,1750.0
370,Asus,2 in 1 Convertible,15.6,1,0,Intel,Core i7,12,512,SSD +  2TB HDD,Nvidia,GeForce GT 940MX,2.26,Windows,1099.0
371,Acer,Notebook,15.6,0,0,AMD,A9-Series 9420,4,128,SSD,AMD,Radeon R5,2.1,Windows,426.0
372,Asus,Gaming,17.3,0,1,AMD,Ryzen 1700,16,256,SSD +  1TB HDD,AMD,Radeon RX 580,3.25,Windows,2199.0
373,Lenovo,Notebook,17.3,0,0,AMD,A8-Series 7410,4,128,SSD,AMD,Radeon R5,2.6,Windows,489.0
374,Dell,2 in 1 Convertible,13.3,1,0,Intel,Core i7,8,256,SSD,Intel,UHD Graphics 620,1.62,Windows,869.01
375,HP,Notebook,15.6,0,0,AMD,A9-Series 9420,4,256,SSD,AMD,Radeon R5,1.91,Windows,488.99
376,Lenovo,Netbook,11.6,0,1,Intel,Celeron Quad Core,4,128,SSD,Intel,HD Graphics 500,1.59,Windows,553.0
377,Dell,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,500,HDD,Intel,HD Graphics 400,1.8,Windows,309.0
378,Asus,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 500,1.5,Windows,286.0
379,Acer,Notebook,15.6,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1050,2.4,Others/No OS/Linux,846.0
380,HP,Gaming,17.3,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,3.35,Windows,1191.0
381,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,1.85,Others/No OS/Linux,403.5
382,Asus,Gaming,15.6,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,2.3,Windows,1655.0
383,Lenovo,Notebook,14.0,0,1,Intel,Core i5,8,256,SSD,Nvidia,GeForce 940MX,1.5,Windows,1099.0
384,Asus,Ultrabook,13.3,1,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.1,Windows,1748.9
385,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.13,Windows,2282.0
386,Lenovo,Notebook,13.3,0,1,Intel,Core i3,4,128,SSD,Intel,HD Graphics 620,1.5,Windows,549.0
387,Dell,Workstation,15.6,0,0,Intel,Core i5,8,500,HDD,AMD,FirePro W5130M,2.23,Windows,1369.0
388,Dell,Workstation,15.6,0,1,Intel,Core i7,8,256,SSD,Nvidia,Quadro M1200,2.0,Windows,2135.0
389,Lenovo,2 in 1 Convertible,14.0,1,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.42,Windows,2509.0
390,Asus,Gaming,17.3,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1050,3.0,Windows,1039.0
391,Asus,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,3.0,Windows,1591.0
392,Acer,Notebook,15.6,0,1,Intel,Core i5,12,1024,HDD,Nvidia,GeForce MX130,2.2,Windows,693.99
393,MSI,Gaming,17.3,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce GTX 1050 Ti,2.7,Windows,1349.0
394,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,AMD,Radeon R7 M445,2.33,Others/No OS/Linux,778.87
395,HP,Ultrabook,15.6,0,0,AMD,A9-Series 9420,4,256,SSD,AMD,Radeon 520,1.91,Windows,499.0
396,Lenovo,Notebook,15.6,0,1,Intel,Core i7,8,256,SSD,AMD,Radeon RX 550,2.1,Windows,1229.56
397,Lenovo,Notebook,14.0,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.9,Windows,938.0
398,Dell,Workstation,15.6,1,0,Intel,Core i7,8,256,SSD,Nvidia,Quadro M1200,1.78,Windows,2712.0
399,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,16,1024,SSD,Intel,HD Graphics 620,1.13,Windows,2625.0
400,Lenovo,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,1024,HDD,Intel,HD Graphics 500,2.2,Windows,306.0
401,Asus,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.9,Windows,1529.0
402,Lenovo,Notebook,15.6,0,1,Intel,Core i5,8,256,SSD +  1TB HDD,AMD,Radeon RX 550,2.1,Windows,1144.5
403,Acer,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce GTX 1050,2.5,Others/No OS/Linux,879.0
404,MSI,Gaming,17.3,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,2.8,Windows,2249.0
405,Asus,Ultrabook,14.0,0,0,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.1,Windows,1873.0
406,Toshiba,Ultrabook,13.3,0,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 520,1.2,Windows,1747.0
407,Dell,Ultrabook,14.0,0,0,Intel,Core i7,8,512,SSD,Intel,HD Graphics,1.36,Windows,1680.0
408,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,2.2,Windows,409.0
409,Lenovo,Notebook,11.6,0,0,Intel,Celeron Dual Core,2,32,Flash Storage,Intel,HD Graphics 500,1.15,Windows,304.45
410,Lenovo,Workstation,15.6,0,0,Intel,Core i7,8,512,SSD,Nvidia,Quadro M1200,2.67,Windows,1925.0
411,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,8,512,SSD,Nvidia,GeForce GT 940MX,1.7,Windows,1943.0
412,HP,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,AMD,Radeon 520,2.1,Windows,469.0
